property_id,lat,lng,addr_street,suburb,price,property_type,year,bedrooms,bathrooms,parking_space,Shopping_center_id,Distance_to_sc,Train_station_id,Distance_to_train_station,travel_min_to_CBD,Transfer_flag,Hospital_id,Distance_to_hospital,Supermarket_id,Distance_to_supermaket
1392,-37.80342484,144.903717,71 Cowper Street,FOOTSCRAY,4640000,house,2008,4,1,0,SC_011,2585,20025,265,14,0,hospital_003,1789,S_201,584
57450,-37.833811,145.085479,96 Highfield Road,CANTERBURY,17040000,house,2016,3,1,2,SC_099,2633,19894,1095,31,0,hospital_089,2737,S_160,1280
62476,-37.830802,145.23837,10 Frances Street,HEATHMONT,6500000,house,2015,3,1,1,SC_032,2178,19871,610,46,0,hospital_105,2228,S_040,2262
56995,-37.81990433,145.0629425,10 Torrington Place,CANTERBURY,7742000,house,2009,4,2,1,SC_099,656,19892,811,27,0,hospital_064,1793,S_113,1095
45075,-37.712229,145.105918,41 Amiet Street,GREENSBOROUGH,6958000,house,2012,2,2,1,SC_017,5858,19985,944,38,0,hospital_075,790,S_020,984
57286,-37.831447,145.080095,39 Alta Street,CANTERBURY,25600000,house,2010,4,2,2,SC_099,2094,19893,781,29,0,hospital_168,2739,S_160,892
9878,-37.796594,144.93497,1 Bent Street,KENSINGTON,10288000,house,2013,3,1,0,SC_011,2291,19972,280,14,0,hospital_114,463,S_086,1220
69704,-37.862663,145.075672,2/153 High Street,ASHBURTON,7490000,house,2012,2,1,0,SC_042,2146,19848,504,36,0,hospital_098,828,S_112,1644
25135,-37.589128,144.925143,11 Penarth Court,CRAIGIEBURN,5780000,house,2011,3,1,2,SC_016,1081,40221,2137,46,0,hospital_104,6866,S_178,951
88595,-37.945687,145.033675,2 Hillcrest Avenue,HIGHETT,8568000,house,2012,3,1,1,SC_079,754,19872,781,40,0,hospital_110,1433,S_069,754
887,-37.79582596,144.9026794,33 Stirling Street,FOOTSCRAY,9940000,house,2009,5,1,2,SC_011,1908,20025,587,14,0,hospital_003,1257,S_201,685
77709,-37.928006,145.185856,20 St James Park Drive,MULGRAVE,4000000,house,2010,3,2,1,SC_073,2421,19913,3718,44,0,hospital_161,2668,S_067,920
70997,-37.861221,145.236788,10 Cobain Square,WANTIRNA,8160000,house,2011,4,2,2,SC_032,5441,19870,3507,50,0,hospital_179,1543,S_226,1571
36467,-37.675367,145.03707,46 McKimmies Road,LALOR,3060000,house,2014,3,1,1,SC_062,5017,20006,2047,40,0,hospital_041,2900,S_229,1769
22864,-37.746287,144.971374,48 Coburg Street,COBURG,8426000,house,2014,3,1,2,SC_030,2426,19965,833,28,0,hospital_144,1135,S_173,616
64388,-37.785976,145.263081,39 Cherry Tree Grove,CROYDON,3224000,house,2013,3,2,2,SC_022,2286,19878,1866,51,0,hospital_164,2513,S_157,1435
15584,-37.74438,144.889467,19 Teague Street,NIDDRIE,8500000,house,2016,3,1,3,SC_082,1830,20037,2685,21,0,hospital_184,1393,S_197,1848
53446,-37.813797,144.9948425,52 Peers Street,RICHMOND,7995000,house,2009,2,1,0,SC_068,2009,19978,327,7,0,hospital_172,340,S_076,471
23673,-37.655871,144.90532,5 Eden Place,GREENVALE,7315000,house,2013,4,2,3,SC_072,1594,44817,1915,40,0,hospital_104,1450,S_211,2728
14290,-37.758476,144.902225,32 St Kinnord Street,ABERFELDIE,9350000,house,2012,3,2,1,SC_085,2015,20037,1260,21,0,hospital_128,1492,S_197,1714
57834,-37.824094,145.146582,21 Laurel Grove North,BLACKBURN,25840000,house,2014,4,2,1,SC_037,2197,19898,540,35,0,hospital_060,1293,S_018,818
63833,-37.7964951,145.2929731,2 Worrall Street,CROYDON,10360000,house,2010,5,3,2,SC_022,917,19878,1095,51,0,hospital_164,3519,S_055,966
63067,-37.830405,145.238165,7 Frances Street,HEATHMONT,6510000,house,2010,3,1,2,SC_032,2130,19871,608,46,0,hospital_105,2188,S_040,2215
45297,-37.71389771,145.0935822,57A Delta Road,GREENSBOROUGH,2580000,house,2009,3,1,1,SC_017,5156,19984,922,34,0,hospital_075,1457,S_020,1173
39283,-37.689606,145.077171,1 Hayes Walk,BUNDOORA,6880000,house,2010,4,2,2,SC_062,4285,19984,2447,34,0,hospital_041,1271,S_155,2211
64882,-37.808831,145.286703,8 Frederick Street,CROYDON,9792000,house,2014,3,2,2,SC_022,1131,19878,1585,51,0,hospital_164,2739,S_055,1018
12547,-37.71496201,144.7706757,2 Darriwill Close,DELAHEY,2655000,house,2009,3,2,2,SC_048,3257,20000,1571,39,0,hospital_057,6369,S_094,1491
55758,-37.834899,145.080572,5 Remon Avenue,CAMBERWELL,17550000,house,2008,5,2,2,SC_099,2304,19851,908,30,0,hospital_168,2568,S_160,842
24790,-37.675533,144.968142,53 Mont Albert Drive,CAMPBELLFIELD,3324000,house,2015,3,1,2,SC_072,4898,19960,2160,39,0,hospital_053,5026,S_161,1784
93237,-37.989706,145.080227,328 Nepean Highway,PARKDALE,11610000,house,2016,4,2,2,SC_003,2208,19864,508,41,0,hospital_001,656,S_003,682
35101,-37.6984787,145.0267639,5 Roff Street,RESERVOIR,3135000,house,2008,1,1,0,SC_047,4472,20008,1371,36,0,hospital_025,2515,S_155,2475
59951,-37.82405,145.195691,4 Simpson Street,MITCHAM,7584000,house,2013,3,1,2,SC_088,1511,19900,748,40,0,hospital_010,1520,S_202,1712
46052,-37.71281052,145.1308441,39 Lilicur Road,MONTMORENCY,5980000,house,2009,3,2,2,SC_051,5046,19986,867,40,0,hospital_075,2360,S_194,2404
5431,-37.783482,144.847526,1/57 Lily Street,BRAYBROOK,4725000,house,2011,3,1,1,SC_102,1234,20021,1406,26,0,hospital_174,1469,S_080,1286
72352,-37.83990097,145.253006,39 SUFFERN AVENUE,BAYSWATER,3440000,house,2009,3,2,2,SC_032,3695,19870,1346,50,0,hospital_002,2187,S_139,1267
30234,-37.77248383,145.0035706,57 Mitchell Street,NORTHCOTE,10660000,house,2009,4,2,2,SC_001,3401,20016,786,20,0,hospital_035,1130,S_105,2384
78534,-37.95819092,145.149353,11 Armstrong Street,SPRINGVALE,2896000,house,2008,2,1,1,SC_057,4382,19913,1031,44,0,hospital_124,2907,S_075,560
73351,-37.864213,145.295582,25 Castlewood Drive,BORONIA,8680000,house,2015,5,2,1,SC_049,3540,19869,1069,53,0,hospital_049,1146,S_146,877
74844,-37.885384,145.049656,23 Holywood Grove,CARNEGIE,14190000,house,2015,3,1,2,SC_041,794,19920,789,28,0,hospital_108,2258,S_015,646
72132,-37.848058,145.260336,2 Comrie Court,BAYSWATER,7875000,house,2014,3,1,2,SC_032,4809,19870,983,50,0,hospital_002,1075,S_139,808
17743,-37.695996,144.929005,80 View Street,GLENROY,5925000,house,2011,3,1,2,SC_059,3976,20031,1163,35,0,hospital_104,5099,S_209,1198
75567,-37.902627,145.104915,1/201 Huntingdale Road,OAKLEIGH,5460000,house,2010,2,1,1,SC_087,2588,19916,960,36,0,hospital_166,386,S_026,2494
45738,-37.71056747,145.1238709,1/29 Baldwin Avenue,MONTMORENCY,7630000,house,2009,3,2,2,SC_051,5182,19986,566,40,0,hospital_075,1697,S_210,2052
71740,-37.861366,145.216824,69 Milpera Crescent,WANTIRNA,13076000,house,2016,4,2,2,SC_067,4776,19871,4413,46,0,hospital_008,1589,S_226,687
66748,-37.790569,145.318743,9  Windsor Park Rise,MOOROOLBARK,2799000,house,2013,4,2,3,SC_022,3277,19877,855,54,0,hospital_113,4493,S_224,1485
45521,-37.685654,145.12406,8 Toorak Court,GREENSBOROUGH,9630000,house,2014,5,3,2,SC_051,3414,19985,2468,38,0,hospital_075,2696,S_051,1045
47841,-37.800144,145.031106,129 Brougham Street,KEW,9630000,house,2011,3,2,1,SC_083,2297,19904,2419,20,0,hospital_029,1348,S_039,626
78962,-37.9533577,145.1577759,31 Lightwood Road,SPRINGVALE,6732000,house,2008,3,1,1,SC_057,4590,19891,565,46,0,hospital_124,2682,S_075,541
1625,-37.817969,144.848232,10 Corrigan Avenue,BROOKLYN,5832000,house,2015,3,1,2,SC_033,978,20022,2453,22,0,hospital_056,4335,S_056,1945
74479,-37.890309,145.076088,10 Packer Street,MURRUMBEENA,6214000,house,2013,4,1,2,SC_087,527,19918,527,32,0,hospital_166,2808,S_167,527
71062,-37.86128616,145.2223969,11 Tanderra Crescent,WANTIRNA,4686000,house,2007,3,2,2,SC_067,5240,19871,4154,46,0,hospital_008,1371,S_226,644
87392,-37.9348066,145.0195037,151 Ludstone Street,HAMPTON,9955000,house,2013,3,2,2,SC_046,1735,19937,1514,38,0,hospital_110,1530,S_214,1203
46217,-37.722231,145.131051,7 Belmont Crescent,MONTMORENCY,6390000,house,2010,3,2,2,SC_009,5935,19986,1141,40,0,hospital_075,2923,S_194,2506
94908,-37.903552,145.052151,16 Wallen Road,ORMOND,15840000,house,2016,3,1,1,SC_041,2169,19941,1102,36,0,hospital_159,2446,S_015,1806
58736,-37.808659,145.16905,22 Susanne Avenue,NUNAWADING,8800000,house,2016,4,3,2,SC_002,1212,19899,1425,37,0,hospital_034,2062,S_202,1811
90897,-37.952437,145.061168,6 Wingrove Street,CHELTENHAM,5880000,house,2010,4,2,1,SC_079,1802,19866,1685,37,0,hospital_082,972,S_023,912
64295,-37.79157,145.287348,33 Niel Street,CROYDON,6270000,house,2011,3,1,2,SC_022,917,19878,733,51,0,hospital_164,3324,S_181,745
33226,-37.7364,145.005684,82 Pender Street,PRESTON,11790000,house,2013,3,2,2,SC_103,483,20012,520,27,0,hospital_139,2201,S_084,263
85107,-37.875298,144.97776,77 Dickens Street,ELWOOD,12720000,house,2014,3,1,0,SC_054,774,19956,1528,13,0,hospital_103,2044,S_017,765
64025,-37.793057,145.291548,241 Dorset Road,CROYDON,4400000,house,2012,3,1,1,SC_022,1003,19878,999,51,0,hospital_164,3561,S_181,984
14045,-37.751884,144.900327,20 Hedderwick Street,ESSENDON,12000000,house,2012,4,3,3,SC_082,2045,20037,1470,21,0,hospital_184,1146,S_197,1211
79744,-37.99176407,145.1778565,16 Locharn Crescent,KEYSBOROUGH,4970000,house,2008,3,1,2,SC_057,411,19889,1928,51,0,hospital_096,636,S_079,496
62581,-37.834746,145.238706,15 Sunset Drive,HEATHMONT,6120000,house,2012,3,2,1,SC_032,2598,19871,881,46,0,hospital_179,1908,S_139,2641
58110,-37.815607,145.164239,40 Jubilee Street,BLACKBURN,12272000,house,2014,3,1,0,SC_002,762,19899,1089,37,0,hospital_060,2061,S_202,1402
75227,-37.894159,145.062023,5 Carool Rd,CARNEGIE,12750000,house,2013,3,1,2,SC_041,1088,19919,645,30,0,hospital_108,3014,S_015,873
86514,-37.899216,144.995022,3 Downes Avenue,BRIGHTON,30800000,house,2012,4,2,1,SC_015,3623,19953,851,19,0,hospital_198,1369,S_151,1179
50612,-37.754454,145.125156,64 Atkinson Street,TEMPLESTOWE,20150000,house,2016,3,2,2,SC_009,3180,19986,4371,40,0,hospital_193,2257,S_046,2343
66882,-37.77595139,145.3461304,10 The Midway,LILYDALE,22100000,house,2009,4,2,2,SC_084,3457,19876,2279,60,0,hospital_113,1732,S_081,1807
52572,-37.814502,145.001224,19 Kent Street,RICHMOND,12180000,house,2014,3,2,2,SC_068,2568,19978,863,7,0,hospital_042,223,S_076,738
26602,-37.609802,144.914275,34 Tusmore Rise,CRAIGIEBURN,4980000,house,2013,4,2,2,SC_016,1885,40221,2711,46,0,hospital_104,4584,S_178,2474
85274,-37.886482,145.00418,15 Carre St,ELSTERNWICK,30400000,house,2010,5,3,1,SC_015,2859,19954,347,17,0,hospital_116,466,S_193,170
68966,-37.851251,145.032117,24 Woodmason Street,MALVERN,7850000,house,2011,2,1,1,SC_038,2411,19911,871,15,0,hospital_157,1289,S_235,1034
27331,-37.57359,144.923011,6 Arapiles Avenue,CRAIGIEBURN,7350000,house,2015,3,2,2,SC_005,251,40221,3617,46,0,hospital_104,8586,S_178,2470
1710,-37.785877,144.879947,12 Havelock Street,MAIDSTONE,8385000,house,2016,3,1,1,SC_052,1546,20023,1835,20,0,hospital_056,977,S_049,1631
42311,-37.73670578,145.0740204,5 Brassey Avenue,ROSANNA,3856000,house,2008,3,2,1,SC_017,2176,19936,976,28,0,hospital_066,2329,S_100,2548
31585,-37.747857,145.015956,1 Cormac Street,PRESTON,12120000,house,2015,3,1,2,SC_103,1539,20013,1414,25,0,hospital_035,1821,S_105,1142
23576,-37.66146088,144.9042358,31 Dorset Drive,GREENVALE,3640000,house,2009,4,2,2,SC_072,1983,44817,1923,40,0,hospital_104,1863,S_153,2404
41294,-37.68009567,145.0556946,9 Spotted Gum Crescent,BUNDOORA,8050000,house,2007,4,3,2,SC_062,4112,45795,3586,46,0,hospital_041,1418,S_155,2072
22906,-37.737731,144.973534,5 Jika Street,COBURG,13090000,house,2015,3,2,2,SC_030,2144,19965,1034,28,0,hospital_144,2093,S_173,842
65060,-37.802187,145.321652,1/41 Eothen Lane,KILSYTH,8500000,house,2015,3,1,1,SC_022,3410,19877,2105,54,0,hospital_113,5341,S_224,994
65883,-37.782295,145.334549,17A Nolan Avenue,MOOROOLBARK,6750000,house,2014,3,2,2,SC_084,3243,19877,1967,54,0,hospital_113,2878,S_081,2817
51375,-37.7835083,145.1114044,4 Link Street,DONCASTER,8305000,house,2010,3,2,2,SC_091,1344,19896,4032,34,0,hospital_194,1181,S_046,1130
25888,-37.58787155,144.9225617,20 Bradworth Street,CRAIGIEBURN,3570000,house,2009,3,1,1,SC_016,950,40221,2400,46,0,hospital_104,6996,S_178,1218
82019,-37.984254,145.234311,27 CRIMSON DRIVE,DOVETON,3285000,house,2011,4,2,2,SC_112,1718,19888,2249,54,0,hospital_119,1350,S_184,1591
5782,-37.780163,144.847987,42  Carlton Street,BRAYBROOK,5760000,house,2013,2,1,2,SC_102,1291,20021,1623,26,0,hospital_174,1388,S_080,1320
56453,-37.847961,145.098855,25 Loudon Road,BURWOOD,11580000,house,2014,2,1,2,SC_042,3334,19849,1662,34,0,hospital_089,1131,S_112,2105
78639,-37.944057,145.154101,149 Springvale Road,SPRINGVALE,10050000,house,2015,2,1,2,SC_073,5052,19913,610,44,0,hospital_124,3701,S_075,1072
20622,-37.769758,144.969167,166 Albert Street,BRUNSWICK,6750000,house,2010,2,1,1,SC_103,4428,19968,873,21,0,hospital_144,1496,S_074,806
78373,-37.92401123,145.1907501,8 Camville Road,MULGRAVE,5115000,house,2009,3,2,1,SC_073,2020,19913,4333,44,0,hospital_161,2548,S_067,1350
79111,-37.95956039,145.1625824,43 Woodward Street,SPRINGVALE,5600000,house,2009,3,1,1,SC_057,3810,19891,341,46,0,hospital_124,1889,S_075,1177
47645,-37.70840073,145.1416016,92 Silver Street,ELTHAM NORTH,8750000,house,2009,5,3,2,SC_051,4183,19987,793,44,0,hospital_075,3168,S_194,1620
80516,-38.001278,145.15997,8 Jakes Road,KEYSBOROUGH,4500000,house,2012,4,2,2,SC_057,1510,19889,3777,51,0,hospital_096,1289,S_079,1426
22215,-37.747561,144.958942,2 Ewen Street,COBURG,5096000,house,2012,3,1,2,SC_030,1857,19965,698,28,0,hospital_084,729,S_173,846
52872,-37.8237009,145.0066324,28 Canterbury Street,RICHMOND,7480000,house,2012,2,1,0,SC_038,1883,19906,437,13,0,hospital_122,488,S_076,1846
41126,-37.685211,145.06025,77 Betula Avenue,BUNDOORA,4016000,house,2014,4,2,2,SC_062,4346,19984,3538,34,0,hospital_041,736,S_155,1575
55871,-37.839802,145.073575,66 Fordham Avenue,CAMBERWELL,7098000,house,2016,3,1,1,SC_099,2197,19850,497,32,0,hospital_168,1776,S_160,581
11878,-37.715924,144.826332,50 Hopkins Avenue,KEILOR,5670000,house,2012,3,2,1,SC_107,2094,20001,3232,36,0,hospital_005,5064,S_222,2409
1123,-37.79613495,144.9054108,5 Stirling Street,FOOTSCRAY,8368000,house,2008,2,1,1,SC_011,1799,20025,584,14,0,hospital_003,1497,S_201,829
85393,-37.89374542,145.0052643,21 St James Parade,ELSTERNWICK,7240000,house,2009,4,2,2,SC_015,3526,19953,342,19,0,hospital_013,754,S_193,754
11650,-37.716401,144.827779,1 Green Gully Road,KEILOR,7140000,house,2016,4,2,2,SC_107,2166,20001,3322,36,0,hospital_005,5038,S_222,2486
90967,-37.956981999999996,145.058092,7 Lauriston Court,CHELTENHAM,9900000,house,2014,3,2,2,SC_079,1731,19866,1120,37,0,hospital_082,404,S_023,341
61409,-37.771372,145.253032,18 Braden Brae Drive,WARRANWOOD,8862000,house,2015,4,2,2,SC_022,4063,19878,3614,51,0,hospital_164,4057,S_157,2882
7607,-37.73580933,144.8262177,65 DRISCOLLS ROAD,KEALBA,3000000,house,2008,3,1,2,SC_107,1909,20002,2514,33,0,hospital_005,2915,S_222,2134
58862,-37.806922,145.173102,3 Van Dieman Avenue,NUNAWADING,9144000,house,2014,3,2,2,SC_002,1394,19899,1531,37,0,hospital_034,1840,S_202,1911
18609,-37.685389,144.926919,3 Blair Street,BROADMEADOWS,3480000,house,2013,3,1,0,SC_059,3710,20030,694,37,0,hospital_104,3904,S_153,936
77653,-37.924777,145.188435,2 Pavillion Place,MULGRAVE,4840000,house,2014,4,2,2,SC_073,2073,19913,4125,44,0,hospital_161,2658,S_067,1250
46038,-37.727948,145.13345,34 Reichelt Avenue,MONTMORENCY,8700000,house,2012,4,3,2,SC_009,5566,19986,1757,40,0,hospital_075,3514,S_194,2598
77907,-37.93608475,145.1968842,30 Jolimont Avenue,MULGRAVE,4005000,house,2009,4,2,2,SC_073,3456,19891,3756,46,0,hospital_161,1453,S_067,737
14746,-37.758149,144.89718,7 Muldowney Street,ABERFELDIE,19920000,house,2009,4,3,2,SC_085,1837,20037,1691,21,0,hospital_068,1802,S_049,1815
96883,-38.003889,145.260576,49 Alexander Street,HALLAM,4550000,house,2016,3,1,2,SC_077,1086,19885,1740,59,0,hospital_119,4205,S_212,456
95947,-37.919376,145.047678,537 Centre Road,BENTLEIGH,4944500,house,2013,3,2,2,SC_046,2385,19939,963,38,0,hospital_159,1720,S_107,490
65367,-37.80845,145.305559,41 Grierson Drive,KILSYTH,5278000,house,2011,3,2,1,SC_022,2235,19878,2630,51,0,hospital_164,4395,S_224,819
52089,-37.824998,145.009645,100 Stawell Street,RICHMOND,5128000,house,2010,2,1,0,SC_038,1738,19906,339,13,0,hospital_122,767,S_102,1713
26673,-37.609469,144.92193,37 Waterford Ave,CRAIGIEBURN,4850000,house,2014,4,2,2,SC_016,1980,40221,2070,46,0,hospital_104,4591,S_005,1959
19586,-37.671292,144.893875,14 Gatehouse Drive,ATTWOOD,9170000,house,2010,4,2,2,SC_059,2041,20030,2618,37,0,hospital_104,3275,S_153,2561
45834,-37.71279907,145.1318359,144 Sherbourne Road,MONTMORENCY,4631000,house,2009,3,1,1,SC_051,5001,19986,950,40,0,hospital_075,2441,S_194,2317
47633,-37.723276,145.137843,9 Withers Way,ELTHAM,5490000,house,2011,4,2,2,SC_051,5849,19987,1394,44,0,hospital_075,3465,S_194,2000
4517,-37.840784,144.874433,5/1 Johnston Street,NEWPORT,8820000,house,2015,4,3,2,SC_033,2896,19994,834,21,0,hospital_141,2838,S_056,2533
83987,-37.852586,145.0018772,4 Trinian Street,PRAHRAN,16200000,house,2014,3,2,1,SC_066,938,19947,890,21,0,hospital_012,358,S_115,587
76157,-37.901177,145.081903,4 Canterbury Street,HUGHESDALE,14760000,house,2016,3,1,2,SC_087,1421,19917,570,34,0,hospital_166,2125,S_167,1420
31159,-37.76385,145.011622,34 Hammond Street,THORNBURY,9945000,house,2012,3,1,3,SC_001,2693,20015,1282,21,0,hospital_035,348,S_105,1587
52743,-37.815795,145.000645,223 Highett Street,RICHMOND,24000000,house,2016,3,2,1,SC_068,2520,19978,816,7,0,hospital_042,181,S_076,821
47099,-37.708066,145.177004,37 Brinkkotter Road,RESEARCH,19550000,house,2014,4,3,3,SC_051,4120,19987,2641,44,0,hospital_075,6273,S_194,1843
91686,-37.990804,145.042355,475 Beach Road,BEAUMARIS,34170000,house,2015,4,2,2,SC_079,4640,19865,2235,39,0,hospital_055,1475,S_011,2040
54766,-37.828475,145.040547,9 Manchester Street,HAWTHORN,7680000,house,2013,2,1,0,SC_083,992,19903,821,23,0,hospital_127,646,S_208,1048
35275,-37.710556,144.994753,6 Ameily Crescent,RESERVOIR,8755000,house,2016,3,1,2,SC_103,3293,20010,1288,32,0,hospital_139,833,S_030,2338
13034,-37.707737,144.765076,36 Roadhouse Wynd,SYDENHAM,4527000,house,2011,4,2,2,SC_048,3491,20000,1088,39,0,hospital_057,7309,S_094,1154
73576,-37.865322,145.257807,35 Kleinert Road,BORONIA,4511000,house,2010,3,1,3,SC_049,5488,19869,2398,53,0,hospital_002,1426,S_024,2388
16675,-37.699999,144.924753,180 Hilton Street,GLENROY,6510000,house,2015,3,1,2,SC_010,3678,20032,834,33,0,hospital_184,5018,S_209,671
7199,-37.744237,144.771675,12 Kardinia Drive,ALBANVALE,4505000,house,2011,3,1,0,SC_048,2937,20002,2499,33,0,hospital_057,4181,S_070,742
22530,-37.75345612,144.9520721,3 Clarendon Street,COBURG,5260000,house,2009,4,1,3,SC_030,2349,19966,866,26,0,hospital_011,561,S_173,1735
20039,-37.7956908,144.9734148,126 Canning Street,CARLTON,11910000,house,2013,2,1,0,SC_008,1826,19843,1711,8,0,hospital_188,827,S_200,480
12967,-37.700361,144.758082,31 Meade Way,SYDENHAM,5780000,house,2012,3,1,1,SC_048,3911,20000,1420,39,0,hospital_057,8335,S_163,878
7667,-37.748581,144.762815,87 Fairfax Circuit,ALBANVALE,4480000,house,2011,3,1,3,SC_048,2557,20002,3304,33,0,hospital_057,4738,S_156,919
72702,-37.858295,145.287585,1/10 Oak Avenue,BORONIA,8448000,house,2015,3,2,2,SC_049,4411,19869,370,53,0,hospital_049,643,S_146,435
37493,-37.638421,145.05743,5 Egerton Grove,EPPING,3950000,house,2015,3,2,2,SC_062,2881,45795,1465,46,0,hospital_053,3894,S_083,1892
25481,-37.60786057,144.9179688,15 Elmwood Place,CRAIGIEBURN,4550000,house,2009,3,2,2,SC_016,1708,40221,2335,46,0,hospital_104,4773,S_178,2093
8272,-37.76404,144.795497,21 Sunnybrae Circuit,CAIRNLEA,4400000,house,2013,4,2,3,SC_102,3920,20003,1436,31,0,hospital_057,1718,S_159,795
3341,-37.811745,144.895804,31 Berry Street,YARRAVILLE,10725000,house,2014,3,1,2,SC_043,3627,19997,305,15,0,hospital_056,2238,S_201,1240
77017,-37.915476,145.118383,88 Manton Road,CLAYTON,4110000,house,2011,2,1,1,SC_087,4418,19915,1042,39,0,hospital_065,434,S_169,1165
37658,-37.651601,145.040625,63 Peppercorn Parade,EPPING,3780000,house,2014,3,1,2,SC_062,3955,20005,930,43,0,hospital_053,2127,S_229,2498
31887,-37.739007,144.982947,14 Hope Street,PRESTON,7080000,house,2010,3,1,0,SC_103,1674,20012,1548,27,0,hospital_144,2179,S_030,1049
25598,-37.577063,144.910739,16 Thoresby Circuit,CRAIGIEBURN,5028000,house,2015,4,2,2,SC_005,901,40221,3982,46,0,hospital_104,8241,S_178,2787
41772,-37.748141,145.066305,196 Hawdon Street,HEIDELBERG,8050000,house,2012,3,1,2,SC_017,871,19936,586,28,0,hospital_066,886,S_100,1241
21402,-37.755286,144.956311,6 Fourth Avenue,BRUNSWICK,13020000,house,2015,3,2,1,SC_030,2604,19966,493,26,0,hospital_011,189,S_074,1648
51873,-37.79951,145.171303,29 Argyle Street,DONVALE,11354000,house,2014,4,2,3,SC_002,2211,19899,2369,37,0,hospital_034,1025,S_202,2750
2893,-37.81016159,144.8839874,152 Williamstown Road,YARRAVILLE,5348000,house,2008,3,1,0,SC_043,2699,19996,821,16,0,hospital_056,1906,S_201,1618
93262,-37.998333,145.078199,35 McIndoe Parade,PARKDALE,18070000,house,2014,3,2,3,SC_003,3175,19864,608,41,0,hospital_001,979,S_119,1314
29928,-37.763032,144.998398,31 Johnson Street,NORTHCOTE,17120000,house,2015,2,1,1,SC_103,2629,20015,168,21,0,hospital_035,832,S_105,1409
78810,-37.958761,145.148097,20 Moncur Avenue,SPRINGVALE,6952000,house,2014,3,1,1,SC_057,4382,19913,1132,44,0,hospital_124,2971,S_075,664
68550,-37.852696,145.017019,48 Northcote Road,ARMADALE,10080000,house,2013,2,1,1,SC_038,1554,19946,347,23,0,hospital_132,732,S_115,1155
34110,-37.721789,145.018086,19 Tambo Avenue,RESERVOIR,5940000,house,2011,3,1,1,SC_047,2154,20010,1119,32,0,hospital_139,1825,S_225,1000
95642,-37.906641,145.027558,36 Murray Road,MCKINNON,14115000,house,2012,5,2,2,SC_023,3646,19940,1028,36,0,hospital_126,984,S_107,1921
12421,-37.705013,144.760807,16 Sica Court,SYDENHAM,6375000,house,2014,3,2,1,SC_048,3545,20000,1255,39,0,hospital_057,7777,S_094,1392
47752,-37.810975,145.042954,109 Edgevale Road,KEW,12000000,house,2013,3,1,1,SC_083,1239,19903,1297,23,0,hospital_064,535,S_208,1198
43547,-37.70298767,145.0838471,185 Watsonia Road,WATSONIA,3680000,house,2009,4,1,2,SC_062,5714,19984,887,34,0,hospital_075,1954,S_020,1441
25602,-37.575611,144.931661,16 Windrock Avenue,CRAIGIEBURN,5280000,house,2014,5,3,3,SC_005,996,40221,3093,46,0,hospital_104,8417,S_178,2057
81867,-37.997574,145.235012,18 Wattle Drive,DOVETON,5236000,house,2015,2,1,1,SC_077,1441,19888,2374,54,0,hospital_119,1975,S_184,1995
81095,-37.979787,145.20536,29 Fifth Avenue,DANDENONG,9000000,house,2010,4,2,2,SC_112,1177,19888,1196,54,0,hospital_033,1030,S_183,820
38973,-37.761515,145.046169,6/61-63 St. Elmo Road,IVANHOE,26250000,house,2010,1,1,1,SC_001,810,19934,722,25,0,hospital_046,1255,S_219,846
60621,-37.837525,145.201798,24a View Road,VERMONT,3928000,house,2013,2,1,1,SC_088,2815,19901,2288,41,0,hospital_008,2569,S_202,2712
58162,-37.815331,145.159479,49 Maple Street,BLACKBURN,6088000,house,2013,3,1,1,SC_002,1147,19898,985,35,0,hospital_060,1985,S_202,1755
31371,-37.755423,144.984283,6/21 Comas Grove,THORNBURY,4590000,house,2014,2,1,1,SC_103,2351,20014,1258,23,0,hospital_144,1105,S_105,1770
36925,-37.638237,145.0292,17 Findon Road,EPPING,4400000,house,2013,4,2,1,SC_062,5183,20005,1577,43,0,hospital_053,1860,S_196,1693
52371,-37.828683,145.008882,148 Stawell Street,BURNLEY,18000000,house,2016,2,1,1,SC_038,1324,19906,171,13,0,hospital_122,1070,S_102,1300
75729,-37.9080925,145.08107,14 Eleebana Avenue,HUGHESDALE,9225000,house,2008,3,1,2,SC_087,2191,19917,1069,34,0,hospital_159,1998,S_010,1579
32280,-37.747118,144.991801,21 Erin Street,PRESTON,12030000,house,2012,3,1,2,SC_103,1225,20013,755,25,0,hospital_144,2046,S_105,1130
52344,-37.82295,144.992533,14 Wangaratta Street,RICHMOND,16800000,house,2010,3,2,1,SC_068,2027,19908,243,11,0,hospital_146,583,S_076,1510
31744,-37.74251938,145.0038605,110 David Street,PRESTON,8704000,house,2008,3,1,1,SC_103,367,20013,470,25,0,hospital_035,2297,S_084,606
28566,-37.795782,144.9924,22 Forest Street,COLLINGWOOD,6910000,house,2013,2,1,0,SC_008,2671,19975,417,11,0,hospital_178,1737,S_060,1023
27202,-37.594609,144.930009,50 Wattleglen Street,CRAIGIEBURN,3850000,house,2012,3,2,2,SC_110,954,40221,1422,46,0,hospital_104,6301,S_178,358
26822,-37.602719,144.941635,4 Milburn Place,CRAIGIEBURN,7410000,house,2016,3,2,1,SC_110,530,40221,179,46,0,hospital_104,5659,S_005,630
85658,-37.89172,145.012297,44 Hartington Street,ELSTERNWICK,20740000,house,2015,4,1,2,SC_023,3193,19953,904,19,0,hospital_013,517,S_193,763
